measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),High-income North America,Female,20 to 24,Intracerebral hemorrhage,Number,2015,1109.11344649,1509.00013706,721.835384999
YLDs (Years Lived with Disability),High-income North America,Male,25 to 29,Intracerebral hemorrhage,Number,2015,991.547265689,1364.01675631,697.799721698
YLDs (Years Lived with Disability),High-income North America,Female,25 to 29,Intracerebral hemorrhage,Number,2015,1327.26298174,1741.28302518,896.956339067
YLDs (Years Lived with Disability),High-income North America,Male,30 to 34,Intracerebral hemorrhage,Number,2015,1176.95168832,1535.78385493,810.664424797
YLDs (Years Lived with Disability),High-income North America,Female,30 to 34,Intracerebral hemorrhage,Number,2015,1635.40096633,2255.92780364,1156.26203965
YLDs (Years Lived with Disability),High-income North America,Male,35 to 39,Intracerebral hemorrhage,Number,2015,1488.05498968,1934.0102353,1070.04169982
YLDs (Years Lived with Disability),High-income North America,Female,35 to 39,Intracerebral hemorrhage,Number,2015,2030.03996748,2690.82076948,1427.81041875
YLDs (Years Lived with Disability),High-income North America,Male,40 to 44,Intracerebral hemorrhage,Number,2015,2115.67307676,2797.64265917,1455.99267616
YLDs (Years Lived with Disability),High-income North America,Female,40 to 44,Intracerebral hemorrhage,Number,2015,2727.49482368,3625.85191882,1945.77734741
YLDs (Years Lived with Disability),High-income North America,Male,45 to 49,Intracerebral hemorrhage,Number,2015,3015.41309312,4050.86458806,2144.67301655
YLDs (Years Lived with Disability),High-income North America,Female,45 to 49,Intracerebral hemorrhage,Number,2015,4017.43251127,5259.82578418,2798.58486307
YLDs (Years Lived with Disability),High-income North America,Male,50 to 54,Intracerebral hemorrhage,Number,2015,4634.39497858,6359.02018485,3253.18072149
YLDs (Years Lived with Disability),High-income North America,Female,50 to 54,Intracerebral hemorrhage,Number,2015,6330.79656186,8244.95136261,4557.73886213
YLDs (Years Lived with Disability),High-income North America,Male,55 to 59,Intracerebral hemorrhage,Number,2015,6552.08712424,8921.96205863,4459.92688633
YLDs (Years Lived with Disability),High-income North America,Female,55 to 59,Intracerebral hemorrhage,Number,2015,8366.8941952,11038.3151875,6032.44741073
YLDs (Years Lived with Disability),High-income North America,Male,60 to 64,Intracerebral hemorrhage,Number,2015,7932.5345898,9959.59513723,5720.29618923
YLDs (Years Lived with Disability),High-income North America,Female,60 to 64,Intracerebral hemorrhage,Number,2015,9499.36870736,12418.0141617,7021.20978309
YLDs (Years Lived with Disability),High-income North America,Male,65 to 69,Intracerebral hemorrhage,Number,2015,8641.83347387,11209.105889,6395.86821715
YLDs (Years Lived with Disability),High-income North America,Female,65 to 69,Intracerebral hemorrhage,Number,2015,9931.87978317,12916.611852,7419.9958234
YLDs (Years Lived with Disability),High-income North America,Male,70 to 74,Intracerebral hemorrhage,Number,2015,8067.56025279,10897.3923064,5663.65042388
YLDs (Years Lived with Disability),High-income North America,Female,70 to 74,Intracerebral hemorrhage,Number,2015,9494.95249506,12491.5090163,6739.76987659
YLDs (Years Lived with Disability),High-income North America,Male,75 to 79,Intracerebral hemorrhage,Number,2015,7554.41849644,9915.02391159,5431.96676586
YLDs (Years Lived with Disability),High-income North America,Female,75 to 79,Intracerebral hemorrhage,Number,2015,9843.78446071,12958.4824101,7047.39994924
YLDs (Years Lived with Disability),High-income North America,Male,80 plus,Intracerebral hemorrhage,Number,2015,14427.2802868,18137.1151146,10469.5199488
YLDs (Years Lived with Disability),High-income North America,Female,80 plus,Intracerebral hemorrhage,Number,2015,27588.0022205,35515.7268438,19175.0450476
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Intracerebral hemorrhage,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Intracerebral hemorrhage,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,Under 5,Hypertensive heart disease,Number,2015,0.0108858539556,0.021827096389,0.00454408573396
YLDs (Years Lived with Disability),High-income North America,Female,Under 5,Hypertensive heart disease,Number,2015,0.00814881134955,0.0175166807661,0.00269905869415
YLDs (Years Lived with Disability),High-income North America,Male,1 to 4,Hypertensive heart disease,Number,2015,0.0108858539556,0.021827096389,0.00454408573396
YLDs (Years Lived with Disability),High-income North America,Female,1 to 4,Hypertensive heart disease,Number,2015,0.00814881134955,0.0175166807661,0.00269905869415
YLDs (Years Lived with Disability),High-income North America,Male,5 to 9,Hypertensive heart disease,Number,2015,0.0128507237062,0.02361037977,0.00583457328537
YLDs (Years Lived with Disability),High-income North America,Female,5 to 9,Hypertensive heart disease,Number,2015,0.00739871614584,0.0153235010234,0.00254009471997
YLDs (Years Lived with Disability),High-income North America,Male,10 to 14,Hypertensive heart disease,Number,2015,0.0169403518164,0.0296549334575,0.00857699999308
YLDs (Years Lived with Disability),High-income North America,Female,10 to 14,Hypertensive heart disease,Number,2015,0.00885977993052,0.0182512621151,0.00344954086509
YLDs (Years Lived with Disability),High-income North America,Male,15 to 19,Hypertensive heart disease,Number,2015,0.0280740625168,0.0480817098599,0.0149499962538
YLDs (Years Lived with Disability),High-income North America,Female,15 to 19,Hypertensive heart disease,Number,2015,0.0157405889097,0.0336899189692,0.00685283107742
YLDs (Years Lived with Disability),High-income North America,Male,20 to 24,Hypertensive heart disease,Number,2015,0.985017386346,1.30718121013,0.699912256827
YLDs (Years Lived with Disability),High-income North America,Female,20 to 24,Hypertensive heart disease,Number,2015,1.05169591257,1.41376653634,0.753130375002
YLDs (Years Lived with Disability),High-income North America,Male,25 to 29,Hypertensive heart disease,Number,2015,3.0812205587,4.98857011982,1.96995640327
YLDs (Years Lived with Disability),High-income North America,Female,25 to 29,Hypertensive heart disease,Number,2015,3.5585748782,5.48701525567,2.12660480547
YLDs (Years Lived with Disability),High-income North America,Male,30 to 34,Hypertensive heart disease,Number,2015,264.971555332,393.021309023,181.144414949
YLDs (Years Lived with Disability),High-income North America,Female,30 to 34,Hypertensive heart disease,Number,2015,359.329179177,511.782899145,239.686884197
YLDs (Years Lived with Disability),High-income North America,Male,35 to 39,Hypertensive heart disease,Number,2015,791.765180344,1081.81776804,555.676267392
YLDs (Years Lived with Disability),High-income North America,Female,35 to 39,Hypertensive heart disease,Number,2015,958.792294518,1331.03826028,642.352118509
YLDs (Years Lived with Disability),High-income North America,Male,40 to 44,Hypertensive heart disease,Number,2015,1273.99009421,1721.64033483,910.297977113
YLDs (Years Lived with Disability),High-income North America,Female,40 to 44,Hypertensive heart disease,Number,2015,1424.5891891,1885.19000934,1029.54333153
YLDs (Years Lived with Disability),High-income North America,Male,45 to 49,Hypertensive heart disease,Number,2015,1988.79192705,2625.65998767,1331.16031453
YLDs (Years Lived with Disability),High-income North America,Female,45 to 49,Hypertensive heart disease,Number,2015,2048.4529111,2806.82216299,1426.04246355
YLDs (Years Lived with Disability),High-income North America,Male,50 to 54,Hypertensive heart disease,Number,2015,2991.34290006,4267.85698703,1991.10111969
YLDs (Years Lived with Disability),High-income North America,Female,50 to 54,Hypertensive heart disease,Number,2015,3004.18104806,3992.98414292,2000.04968213
YLDs (Years Lived with Disability),High-income North America,Male,55 to 59,Hypertensive heart disease,Number,2015,3841.34358229,5516.35515199,2627.77853901
YLDs (Years Lived with Disability),High-income North America,Female,55 to 59,Hypertensive heart disease,Number,2015,3624.83628974,5016.0147678,2579.70626413
YLDs (Years Lived with Disability),High-income North America,Male,60 to 64,Hypertensive heart disease,Number,2015,4365.79086457,6256.12861304,3040.35886721
YLDs (Years Lived with Disability),High-income North America,Female,60 to 64,Hypertensive heart disease,Number,2015,4362.9006521,6208.42850797,3084.11002846
YLDs (Years Lived with Disability),High-income North America,Male,65 to 69,Hypertensive heart disease,Number,2015,4566.78185282,6350.33313504,3277.52492722
YLDs (Years Lived with Disability),High-income North America,Female,65 to 69,Hypertensive heart disease,Number,2015,5401.62690421,7340.0460229,3800.26499083
YLDs (Years Lived with Disability),High-income North America,Male,70 to 74,Hypertensive heart disease,Number,2015,3673.08517945,5081.38458009,2313.21598825
YLDs (Years Lived with Disability),High-income North America,Female,70 to 74,Hypertensive heart disease,Number,2015,5460.24671078,7305.18320625,3582.23811842
YLDs (Years Lived with Disability),High-income North America,Male,75 to 79,Hypertensive heart disease,Number,2015,3010.10222152,4117.65804527,2009.08418635
YLDs (Years Lived with Disability),High-income North America,Female,75 to 79,Hypertensive heart disease,Number,2015,5436.41298404,7230.68892696,3772.32581519
YLDs (Years Lived with Disability),High-income North America,Male,80 plus,Hypertensive heart disease,Number,2015,5886.11778692,7887.07251615,4194.22518603
YLDs (Years Lived with Disability),High-income North America,Female,80 plus,Hypertensive heart disease,Number,2015,17532.8534457,22587.7617223,12770.5984709
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Hypertensive heart disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Hypertensive heart disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,Under 5,Cardiomyopathy and myocarditis,Number,2015,189.299104619,270.97293542,128.66492225
YLDs (Years Lived with Disability),High-income North America,Female,Under 5,Cardiomyopathy and myocarditis,Number,2015,176.549958726,256.849697925,120.311291218
YLDs (Years Lived with Disability),High-income North America,Male,1 to 4,Cardiomyopathy and myocarditis,Number,2015,189.299104619,270.97293542,128.66492225
YLDs (Years Lived with Disability),High-income North America,Female,1 to 4,Cardiomyopathy and myocarditis,Number,2015,176.549958726,256.849697925,120.311291218
YLDs (Years Lived with Disability),High-income North America,Male,5 to 9,Cardiomyopathy and myocarditis,Number,2015,219.408063415,313.674312121,141.88481335
YLDs (Years Lived with Disability),High-income North America,Female,5 to 9,Cardiomyopathy and myocarditis,Number,2015,184.991221823,266.29685562,121.515538358
YLDs (Years Lived with Disability),High-income North America,Male,10 to 14,Cardiomyopathy and myocarditis,Number,2015,283.48189857,399.519879912,179.32353287
YLDs (Years Lived with Disability),High-income North America,Female,10 to 14,Cardiomyopathy and myocarditis,Number,2015,239.238365066,344.583491988,148.663758547
YLDs (Years Lived with Disability),High-income North America,Male,15 to 19,Cardiomyopathy and myocarditis,Number,2015,464.74379939,633.895328034,317.387626913
YLDs (Years Lived with Disability),High-income North America,Female,15 to 19,Cardiomyopathy and myocarditis,Number,2015,437.205747424,610.529499273,299.371560396
YLDs (Years Lived with Disability),High-income North America,Male,20 to 24,Cardiomyopathy and myocarditis,Number,2015,737.990302558,1017.45678199,554.761355154
YLDs (Years Lived with Disability),High-income North America,Female,20 to 24,Cardiomyopathy and myocarditis,Number,2015,774.860000435,1075.75358207,561.63108433
YLDs (Years Lived with Disability),High-income North America,Male,25 to 29,Cardiomyopathy and myocarditis,Number,2015,949.610835058,1369.37772128,689.386395319
YLDs (Years Lived with Disability),High-income North America,Female,25 to 29,Cardiomyopathy and myocarditis,Number,2015,1120.69814386,1541.77514883,790.719455418
YLDs (Years Lived with Disability),High-income North America,Male,30 to 34,Cardiomyopathy and myocarditis,Number,2015,940.161667045,1284.72324441,678.580059676
YLDs (Years Lived with Disability),High-income North America,Female,30 to 34,Cardiomyopathy and myocarditis,Number,2015,1096.39896555,1457.88425494,769.845841115
YLDs (Years Lived with Disability),High-income North America,Male,35 to 39,Cardiomyopathy and myocarditis,Number,2015,786.459761052,1106.71321204,554.074800802
YLDs (Years Lived with Disability),High-income North America,Female,35 to 39,Cardiomyopathy and myocarditis,Number,2015,846.258347705,1227.10677507,547.421541137
YLDs (Years Lived with Disability),High-income North America,Male,40 to 44,Cardiomyopathy and myocarditis,Number,2015,866.833852212,1226.19099486,571.761785135
YLDs (Years Lived with Disability),High-income North America,Female,40 to 44,Cardiomyopathy and myocarditis,Number,2015,867.340960738,1243.40362654,556.119892744
YLDs (Years Lived with Disability),High-income North America,Male,45 to 49,Cardiomyopathy and myocarditis,Number,2015,1463.36493793,2136.50522156,1012.80831435
YLDs (Years Lived with Disability),High-income North America,Female,45 to 49,Cardiomyopathy and myocarditis,Number,2015,1359.08715181,1900.11525643,934.971091286
YLDs (Years Lived with Disability),High-income North America,Male,50 to 54,Cardiomyopathy and myocarditis,Number,2015,2267.63257106,3292.53350896,1532.56997715
YLDs (Years Lived with Disability),High-income North America,Female,50 to 54,Cardiomyopathy and myocarditis,Number,2015,2020.22263453,2839.23021807,1394.4314711
YLDs (Years Lived with Disability),High-income North America,Male,55 to 59,Cardiomyopathy and myocarditis,Number,2015,2721.57601901,3642.58084916,1903.16609389
YLDs (Years Lived with Disability),High-income North America,Female,55 to 59,Cardiomyopathy and myocarditis,Number,2015,2241.2461911,3147.64043289,1522.38073111
YLDs (Years Lived with Disability),High-income North America,Male,60 to 64,Cardiomyopathy and myocarditis,Number,2015,3120.67390007,4475.48368328,1947.88351187
YLDs (Years Lived with Disability),High-income North America,Female,60 to 64,Cardiomyopathy and myocarditis,Number,2015,2504.20612506,3626.64770687,1578.94881077
YLDs (Years Lived with Disability),High-income North America,Male,65 to 69,Cardiomyopathy and myocarditis,Number,2015,3744.86791051,4977.22767863,2630.69430146
YLDs (Years Lived with Disability),High-income North America,Female,65 to 69,Cardiomyopathy and myocarditis,Number,2015,3060.56069552,4143.53860772,2089.58655127
YLDs (Years Lived with Disability),High-income North America,Male,70 to 74,Cardiomyopathy and myocarditis,Number,2015,3372.4154155,4647.65531639,2290.89099671
YLDs (Years Lived with Disability),High-income North America,Female,70 to 74,Cardiomyopathy and myocarditis,Number,2015,2855.18328252,3957.99089901,1886.25307031
YLDs (Years Lived with Disability),High-income North America,Male,75 to 79,Cardiomyopathy and myocarditis,Number,2015,2654.51563286,3707.64407774,1854.85681577
YLDs (Years Lived with Disability),High-income North America,Female,75 to 79,Cardiomyopathy and myocarditis,Number,2015,2381.68887727,3488.38832812,1690.29839478
YLDs (Years Lived with Disability),High-income North America,Male,80 plus,Cardiomyopathy and myocarditis,Number,2015,4381.59332284,5833.49538285,3152.08048547
YLDs (Years Lived with Disability),High-income North America,Female,80 plus,Cardiomyopathy and myocarditis,Number,2015,5412.76121079,7216.762821,3962.57929004
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Cardiomyopathy and myocarditis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Cardiomyopathy and myocarditis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,Under 5,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,Under 5,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,1 to 4,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,1 to 4,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,5 to 9,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,5 to 9,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,10 to 14,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,10 to 14,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,15 to 19,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,15 to 19,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,20 to 24,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,20 to 24,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,25 to 29,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,25 to 29,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,30 to 34,Atrial fibrillation and flutter,Number,2015,1790.39179142,2501.62062369,1229.70672182
YLDs (Years Lived with Disability),High-income North America,Female,30 to 34,Atrial fibrillation and flutter,Number,2015,958.361611978,1299.89473531,645.575933736
YLDs (Years Lived with Disability),High-income North America,Male,35 to 39,Atrial fibrillation and flutter,Number,2015,2564.7968129,3444.13599034,1730.11819305
YLDs (Years Lived with Disability),High-income North America,Female,35 to 39,Atrial fibrillation and flutter,Number,2015,1274.51465412,1825.86314331,834.887590364
YLDs (Years Lived with Disability),High-income North America,Male,40 to 44,Atrial fibrillation and flutter,Number,2015,4357.13769079,6117.39895265,2992.82357021
YLDs (Years Lived with Disability),High-income North America,Female,40 to 44,Atrial fibrillation and flutter,Number,2015,2036.18818179,2887.31172801,1404.99368523
YLDs (Years Lived with Disability),High-income North America,Male,45 to 49,Atrial fibrillation and flutter,Number,2015,7226.38679409,9739.49572456,4768.9632787
YLDs (Years Lived with Disability),High-income North America,Female,45 to 49,Atrial fibrillation and flutter,Number,2015,3212.68160215,4571.981124,2200.61029938
YLDs (Years Lived with Disability),High-income North America,Male,50 to 54,Atrial fibrillation and flutter,Number,2015,12308.4109435,16927.8485885,8357.27620232
YLDs (Years Lived with Disability),High-income North America,Female,50 to 54,Atrial fibrillation and flutter,Number,2015,5555.17181899,7455.26262427,3764.85315771
YLDs (Years Lived with Disability),High-income North America,Male,55 to 59,Atrial fibrillation and flutter,Number,2015,20613.4958099,28384.476901,14505.4091607
YLDs (Years Lived with Disability),High-income North America,Female,55 to 59,Atrial fibrillation and flutter,Number,2015,9568.74797792,12835.4802961,6657.4941846
YLDs (Years Lived with Disability),High-income North America,Male,60 to 64,Atrial fibrillation and flutter,Number,2015,30046.9104465,40048.4989778,21304.4879532
YLDs (Years Lived with Disability),High-income North America,Female,60 to 64,Atrial fibrillation and flutter,Number,2015,15403.7975663,20473.539322,10738.3119712
YLDs (Years Lived with Disability),High-income North America,Male,65 to 69,Atrial fibrillation and flutter,Number,2015,41663.2220483,56533.3938261,29746.1201434
YLDs (Years Lived with Disability),High-income North America,Female,65 to 69,Atrial fibrillation and flutter,Number,2015,24843.2607068,33768.0136394,17571.961135
YLDs (Years Lived with Disability),High-income North America,Male,70 to 74,Atrial fibrillation and flutter,Number,2015,44669.7286471,61444.9316067,31659.5503011
YLDs (Years Lived with Disability),High-income North America,Female,70 to 74,Atrial fibrillation and flutter,Number,2015,31661.056997,43757.455987,22449.4449596
YLDs (Years Lived with Disability),High-income North America,Male,75 to 79,Atrial fibrillation and flutter,Number,2015,42203.9724814,57657.7527144,30231.6591226
YLDs (Years Lived with Disability),High-income North America,Female,75 to 79,Atrial fibrillation and flutter,Number,2015,35889.0303934,49376.7331227,25612.1428081
YLDs (Years Lived with Disability),High-income North America,Male,80 plus,Atrial fibrillation and flutter,Number,2015,73303.2739434,98002.9912887,52689.0344194
YLDs (Years Lived with Disability),High-income North America,Female,80 plus,Atrial fibrillation and flutter,Number,2015,92568.0476549,124120.513287,65965.7916298
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Atrial fibrillation and flutter,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,Under 5,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,Under 5,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,1 to 4,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,1 to 4,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,5 to 9,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,5 to 9,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,10 to 14,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,10 to 14,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,15 to 19,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,15 to 19,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,20 to 24,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,20 to 24,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,25 to 29,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,25 to 29,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,30 to 34,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,30 to 34,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,35 to 39,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,35 to 39,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,40 to 44,Peripheral artery disease,Number,2015,3.12084780075,5.76183392531,0.952983735176
YLDs (Years Lived with Disability),High-income North America,Female,40 to 44,Peripheral artery disease,Number,2015,7.11538384224,12.8355822001,2.44343310086
YLDs (Years Lived with Disability),High-income North America,Male,45 to 49,Peripheral artery disease,Number,2015,18.8409891973,35.8751074683,5.76687840068
YLDs (Years Lived with Disability),High-income North America,Female,45 to 49,Peripheral artery disease,Number,2015,36.0223478017,70.472350153,10.3133799236
YLDs (Years Lived with Disability),High-income North America,Male,50 to 54,Peripheral artery disease,Number,2015,374.517236522,646.121456828,170.482770349
YLDs (Years Lived with Disability),High-income North America,Female,50 to 54,Peripheral artery disease,Number,2015,412.605083368,704.168436847,189.873076761
YLDs (Years Lived with Disability),High-income North America,Male,55 to 59,Peripheral artery disease,Number,2015,1652.02007089,3013.76061512,792.403958683
YLDs (Years Lived with Disability),High-income North America,Female,55 to 59,Peripheral artery disease,Number,2015,1590.54642182,2807.40411562,739.324615534
YLDs (Years Lived with Disability),High-income North America,Male,60 to 64,Peripheral artery disease,Number,2015,3039.00409039,5965.04922507,1484.44606591
YLDs (Years Lived with Disability),High-income North America,Female,60 to 64,Peripheral artery disease,Number,2015,2961.14910421,5689.75827192,1445.17524698
YLDs (Years Lived with Disability),High-income North America,Male,65 to 69,Peripheral artery disease,Number,2015,3999.2089319,7994.44340217,1946.08651169
YLDs (Years Lived with Disability),High-income North America,Female,65 to 69,Peripheral artery disease,Number,2015,4186.4517291,8328.32833714,2071.86888447
YLDs (Years Lived with Disability),High-income North America,Male,70 to 74,Peripheral artery disease,Number,2015,3713.37419585,6628.55278242,1812.1983911
YLDs (Years Lived with Disability),High-income North America,Female,70 to 74,Peripheral artery disease,Number,2015,4291.74467546,7682.37967894,2178.98975773
YLDs (Years Lived with Disability),High-income North America,Male,75 to 79,Peripheral artery disease,Number,2015,2855.34781586,5025.56351439,1485.30329172
YLDs (Years Lived with Disability),High-income North America,Female,75 to 79,Peripheral artery disease,Number,2015,3609.40218003,6359.21737908,1876.69576769
YLDs (Years Lived with Disability),High-income North America,Male,80 plus,Peripheral artery disease,Number,2015,4504.88715065,8326.95469036,2334.24403381
YLDs (Years Lived with Disability),High-income North America,Female,80 plus,Peripheral artery disease,Number,2015,8206.07549891,14597.8472074,4178.24952044
YLDs (Years Lived with Disability),High-income North America,Male,<1 year,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Female,<1 year,Peripheral artery disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-income North America,Male,Under 5,Endocarditis,Number,2015,4.33906382407,5.8538877783,2.65136107477
YLDs (Years Lived with Disability),High-income North America,Female,Under 5,Endocarditis,Number,2015,11.2402806136,15.0867901041,7.67800180598
YLDs (Years Lived with Disability),High-income North America,Male,1 to 4,Endocarditis,Number,2015,2.93785458534,4.04020139627,1.76400386778
YLDs (Years Lived with Disability),High-income North America,Female,1 to 4,Endocarditis,Number,2015,10.8167975685,14.571915581,7.37051646943
YLDs (Years Lived with Disability),High-income North America,Male,5 to 9,Endocarditis,Number,2015,2.08927163942,2.84424672823,1.2396320753
YLDs (Years Lived with Disability),High-income North America,Female,5 to 9,Endocarditis,Number,2015,1.30225302021,1.9089119827,0.752286506365
YLDs (Years Lived with Disability),High-income North America,Male,10 to 14,Endocarditis,Number,2015,9.05607606248,13.5706524096,5.30856730713
YLDs (Years Lived with Disability),High-income North America,Female,10 to 14,Endocarditis,Number,2015,0.956813245344,1.54187907892,0.510350475977
YLDs (Years Lived with Disability),High-income North America,Male,15 to 19,Endocarditis,Number,2015,6.74164015734,9.23272939836,4.4853765475
YLDs (Years Lived with Disability),High-income North America,Female,15 to 19,Endocarditis,Number,2015,1.63715630737,2.4635645083,0.958532421077
YLDs (Years Lived with Disability),High-income North America,Male,20 to 24,Endocarditis,Number,2015,14.4267463104,21.6330005008,9.81284875728
YLDs (Years Lived with Disability),High-income North America,Female,20 to 24,Endocarditis,Number,2015,18.0829127326,27.6636871339,11.8446253943
YLDs (Years Lived with Disability),High-income North America,Male,25 to 29,Endocarditis,Number,2015,38.9351345497,57.1410430998,25.5127409174
YLDs (Years Lived with Disability),High-income North America,Female,25 to 29,Endocarditis,Number,2015,39.5028770902,59.3493764771,25.2875998711
YLDs (Years Lived with Disability),High-income North America,Male,30 to 34,Endocarditis,Number,2015,23.5233903459,35.6344818993,15.6847847722
YLDs (Years Lived with Disability),High-income North America,Female,30 to 34,Endocarditis,Number,2015,15.9343153515,24.6909130999,10.7818115389
YLDs (Years Lived with Disability),High-income North America,Male,35 to 39,Endocarditis,Number,2015,9.83681642994,13.5206202171,6.32490797539
YLDs (Years Lived with Disability),High-income North America,Female,35 to 39,Endocarditis,Number,2015,8.84363796842,12.0506540076,5.6985397856
YLDs (Years Lived with Disability),High-income North America,Male,40 to 44,Endocarditis,Number,2015,22.1231608534,29.6638294125,14.5356707684
YLDs (Years Lived with Disability),High-income North America,Female,40 to 44,Endocarditis,Number,2015,26.7486977458,36.9958068522,17.3071709949
YLDs (Years Lived with Disability),High-income North America,Male,45 to 49,Endocarditis,Number,2015,70.131493254,96.7251333574,45.0538932957
YLDs (Years Lived with Disability),High-income North America,Female,45 to 49,Endocarditis,Number,2015,44.2710984762,63.5184898512,28.4717166462
YLDs (Years Lived with Disability),High-income North America,Male,50 to 54,Endocarditis,Number,2015,110.690941279,152.606267083,72.7441104519
YLDs (Years Lived with Disability),High-income North America,Female,50 to 54,Endocarditis,Number,2015,84.8582921078,116.407706069,56.2959094727
YLDs (Years Lived with Disability),High-income North America,Male,55 to 59,Endocarditis,Number,2015,154.343381439,235.695750249,102.8136239
YLDs (Years Lived with Disability),High-income North America,Female,55 to 59,Endocarditis,Number,2015,128.10632939,194.979425497,86.3065980972
YLDs (Years Lived with Disability),High-income North America,Male,60 to 64,Endocarditis,Number,2015,174.672288859,266.454278282,114.780868073
YLDs (Years Lived with Disability),High-income North America,Female,60 to 64,Endocarditis,Number,2015,196.397569049,306.441982096,129.975327204
YLDs (Years Lived with Disability),High-income North America,Male,65 to 69,Endocarditis,Number,2015,256.323297804,366.222151292,163.018624807
YLDs (Years Lived with Disability),High-income North America,Female,65 to 69,Endocarditis,Number,2015,172.534832373,258.051607341,115.403024229
